gene_name,DOR_1,DOR_2,DOR_3,NOR_1,NOR_2,NOR_3
LDB1,2604,3784,2610,4370,3337,2180
PPP1R14C,161,26,176,15,147,125
CTR9,4988,4729,4551,2927,1887,1782
SMOC1,28,40,16,186,44,15
F5,2247,2440,3944,1386,1487,686
MSRB1,1297,1692,1201,3953,2915,1996
LRRTM3,45,18,131,52,8,15
ZNF652,2023,1867,1703,2130,1739,915
SMURF1,4015,5771,5538,1929,3299,2382
SLC5A3,7656,4740,8155,6977,1950,2102
MTCO3P12,117,217,121,210,241,227
GPATCH3,762,896,650,1965,2060,1263
CDC42BPB,24699,22766,26966,10903,8566,5909
PLXNB3,11506,11486,18301,13684,6416,8307
OXCT2,46,87,124,159,230,238
RPL10A,29144,31870,22939,67528,70838,77123
COLGALT2,113,212,59,27,93,79
EPS8L3,43,64,88,12,111,90
EGFL6,32,66,56,20,8,49
MT-ND2,331438,588989,436807,236266,218041,197418
SYCP1,12,24,57,38,51,0
APCDD1L,259,1682,410,110,530,198
RCSD1,115,585,131,102,709,276
RASSF9,12,43,11,4,0,4
FAM169A,199,148,243,130,45,71
ZNF830,553,566,525,950,682,314
GRIN3A,0,48,8,8,20,0
MT-ND5,203400,400664,197221,148665,91455,89723
OR7E103P,0,0,4,0,0,0
MUC2,0,0,0,4,0,0
CNOT7,7303,6409,7221,5677,4299,3112
TMEM184B,12093,18534,15205,10601,10769,9582
MTOR,6992,7711,8947,3258,2707,2312
SCAMP5,372,611,944,914,450,456
ZNF521,1734,1280,3033,444,381,880
ALPK2,374,678,653,190,584,446
BRINP2,323,157,190,1945,477,116
MAGEB3,0,0,0,0,13,0
LRIG2,1697,1815,2080,1043,994,970
MT-CO1,1461385,2848077,1699077,1361216,1294447,1213616
PNP,2566,3365,1709,1504,7568,4326
PAX9,13,11,8,0,4,78
LRRC10,0,0,0,0,0,8
GK,7158,4728,4082,2350,3392,3875
FOXJ3,5551,5705,6032,2865,2219,1807
ZNF358,2483,2606,2403,12213,8263,10864
SFT2D1,2601,2501,2133,5232,5140,3328
CD247,271,108,78,82,535,542
GRM3,51,12,41,104,46,8
CHAMP1,3116,2709,2470,1593,1268,1118
INPP5F,1275,1266,1248,938,526,569
ARHGAP11A,398,724,395,266,269,89
SUCNR1,64,66,30,16,4,0
HMGN2,7368,8978,6325,20735,17824,14577
SELENOM,712,1260,501,2589,3589,4495
UBE2J1,7932,7109,6484,4087,5296,3760
GJC2,30,42,12,58,124,91
OPA1,7161,6387,6836,3519,3471,2234
DENND4B,3864,4988,4591,2881,4313,1994
RYR3,1023,955,1222,626,425,625
ZNF277,1598,1527,1276,1939,1764,1586
MT-ND3,9745,17814,9774,22707,16973,21998
KTI12,1613,945,1650,2066,1822,1496
DUSP27,0,0,0,0,4,6
SELENOT,9941,9514,8332,7113,7646,3855
ARHGEF15,0,769,8,11,19,4
TOX,30,47,78,3,172,9
CES1,86,151,38,18,264,108
CD3E,277,178,58,179,992,681
RUSC2,2846,3634,3272,1469,3449,2398
FICD,854,435,995,371,346,211
OSTC,7501,7007,6871,8291,7542,5874
HSD3BP5,25,27,119,0,0,8
R3HDM4,3132,4778,2375,4898,6478,5325
TSEN15,1685,1777,1632,1572,1507,466
LTN1,4585,3466,4523,2596,1866,1194
RUNDC1,2901,2125,3585,1293,1339,1356
CCDC152,299,168,840,688,397,668
MTND4LP30,4,20,11,16,5,1
STKLD1,64,35,67,33,87,43
GRK5,3518,3768,3093,4779,2548,3044
TYW1,2485,2671,2342,2146,1791,1227
DCAF12,6269,5936,7186,3719,2541,1948
SFMBT2,2363,2706,1118,2875,2126,1564
ASB12,13,8,10,26,8,32
ITPRIPL1,14,35,12,32,18,15
MT-ND4,520789,1044639,762827,480024,397089,349181
SMC5,7318,6378,7206,3459,2535,2513
MT-ND1,225743,415827,292025,248071,268704,202093
DCAF12L1,173,137,178,184,108,120
PRMT6,1181,1621,1372,1280,528,580
SHISA4,1118,994,880,2185,1605,1367
CIPC,1447,1416,1440,1281,705,555
CAPZA2,20499,14798,16640,13684,11922,8611
MT-ATP6,258681,524095,311396,257517,248911,212352
TOP1,21243,27191,23927,10952,8599,5847
PRC1,262,780,236,131,61,55
BHLHB9,435,233,201,0,0,0
MAP3K3,3487,2806,3518,2088,2715,1693
L1CAM,96,89,90,52,126,155
SREBF2,40502,25456,39492,25620,18630,16444
C1orf174,1250,1178,867,1600,1024,1110
POU3F3,4,0,0,0,0,20
RASGEF1A,121,79,77,55,153,123
SPOUT1,2295,1602,2231,5946,3872,3692
RPL39,1867,1973,1387,4543,5642,7709
DZIP3,1360,1286,1243,1219,887,395
KIAA0753,1070,1392,1621,1476,825,479
DCLRE1A,1429,994,1347,949,240,334
ATG9A,4138,4390,4244,5086,2572,2791
NOS1AP,35,51,18,5,18,53
CSAG1,0,0,0,0,0,0
APRT,4146,4924,3125,17241,16260,16912
GPRASP1,1397,1259,1500,1202,778,522
TBKBP1,398,1011,476,1055,867,1062
MAGEE1,82,63,143,64,46,62
CCDC167,256,234,232,699,717,703
MT-CO3,426650,769112,460883,428653,522375,399235
ZFP2,34,56,86,199,13,40
SOWAHA,12,0,2,0,0,0
L3MBTL3,683,850,933,579,288,327
DMD,3768,3193,2463,1700,976,925
MFAP3L,287,595,448,283,285,188
NAGA,2265,2651,2089,2600,3874,2038
SMG5,12490,13564,13320,14981,11498,9274
KIFBP,4509,4173,4897,7730,2990,2253
TGM2,3493,5551,2524,1337,2897,1554
ARMCX6,1349,1332,1034,2241,1467,1111
PJA2,16092,12128,15292,6736,5091,3047
RORB,145,151,394,153,243,90
SGMS1,9582,7842,9343,3569,3777,4114
OR10R2,0,6,0,0,0,0
OR10Z1,0,6,0,0,16,0
MIRLET7A2,2,1,1,0,0,0
MIR429,0,7,0,1,0,0
MIR380,0,0,0,0,0,0
MIR412,6,5,2,2,0,0
MIR377,0,4,0,1,0,0
MIR339,4,0,3,3,2,1
MIR103A2,2,3,6,1,3,20
MIR369,1,5,2,1,0,0
MIRLET7C,1,0,4,1,0,0
MIR425,0,0,0,0,7,0
MIR219A1,2,0,1,10,0,0
MIR210,8,17,17,85,26,24
MIR378A,0,2,2,0,0,0
MIR324,196,302,266,199,216,93
MIR135B,2,0,0,0,0,0
MIR101-2,0,0,0,0,1,3
MIR323A,0,1,0,0,0,0
MIRLET7F1,1,1,1,0,1,0
MIR26A1,3,1,0,1,0,0
MIR342,2,1,0,0,1,2
MIR379,0,0,0,0,0,0
MIR410,1,11,3,0,0,0
MIR30C2,1,1,0,0,0,0
MIR302C,0,0,2,0,0,0
MIR409,0,3,1,1,0,0
MIR411,0,0,0,0,0,0
MIR26B,0,1,0,0,0,0
MIR148B,0,0,0,0,0,1
MIR365A,0,2,0,0,0,0
MIR450A1,2,10,3,17,0,0
MIRLET7D,1,1,1,1,1,1
MIR373,0,0,0,0,1,0
MIR302D,0,0,1,0,0,0
MIRLET7G,0,6,4,0,0,0
MIRLET7A1,1,0,0,0,1,0
MIR367,0,0,1,0,0,0
MIR331,0,4,1,0,0,0
MIR31,1,6,1,0,0,0
MIRLET7I,1,2,7,2,7,0
Y_RNA,0,0,2,0,0,0
Y_RNA,0,1,0,0,0,0
RNU105C,0,0,0,0,0,3
RN7SKP184,0,2,0,0,0,6
RNU6-50P,1,2,1,7,0,0
RNU6-834P,0,1,0,0,6,0
AL590965,0,0,0,0,0,0
RNU6-28P,0,0,0,0,0,2
SNORA60,1,1,1,1,1,0
RNA5S12,1,3,3,5,3,0
AC006023,1,1,1,0,0,0
Y_RNA,0,0,0,4,3,0
SNORA21,1,1,1,1,1,1
RNU6-208P,0,2,0,0,0,0
RNU6-858P,1,2,0,0,0,0
RNU4-82P,0,2,0,0,0,0
RNU4-39P,3,4,2,19,9,0
RNU6-230P,22,31,12,0,3,10
AL354797,0,0,5,2,7,0
RNA5S11,1,2,2,4,3,1
RNA5S3,1,2,2,3,2,1
RNU5E-1,0,1,0,0,0,0
Y_RNA,19,15,25,9,8,3
RNA5SP432,1,0,0,0,0,0
RNA5S1,1,3,1,4,3,0
Y_RNA,0,0,0,0,0,0
AP003031,0,0,1,0,0,0
SNORA63E,1,1,1,1,1,0
Y_RNA,2,0,0,0,0,0
RNA5SP453,0,0,0,2,0,0
RNU5F-1,0,5,4,0,0,1
RNU6-79P,0,0,2,0,0,0
SNORD114-7,0,0,1,0,0,0
RNU6-600P,0,0,0,1,0,3
RNA5S5,1,1,2,5,2,1
RNY4P19,0,1,0,0,0,0
SNORA1B,0,0,0,0,0,0
RNA5SP370,0,0,0,1,5,10
RN7SKP170,0,0,0,0,0,8
Y_RNA,0,0,0,0,0,3
RNU1-108P,0,0,0,0,0,0
SNORD9,4,2,4,2,0,1
Y_RNA,0,1,0,0,0,0
RNU6-845P,0,0,0,0,2,1
RNU4-35P,1,1,0,0,0,0
RNU6-1216P,0,0,0,5,0,0
Y_RNA,2,0,2,0,0,0
Y_RNA,3,2,0,0,0,0
Y_RNA,0,0,0,2,0,1
SNORA31,21,28,17,53,45,48
RNU6-633P,0,1,0,0,0,0
RNU6-247P,0,0,0,0,0,0
RNA5SP477,0,0,0,0,5,5
RNU6-212P,0,0,0,0,1,0
Y_RNA,0,0,0,0,1,0
Y_RNA,4,0,2,1,0,0
RNU6-315P,0,1,3,0,0,0
RNA5SP195,0,0,0,0,0,0
Y_RNA,0,0,0,0,6,4
RNU6-37P,7,2,3,13,7,5
RNA5SP502,0,0,1,0,0,0
Y_RNA,2,0,0,0,0,0
RNU5A-1,0,2,1,0,0,4
RNA5SP174,1,3,0,0,1,0
SNORD18C,1,1,1,1,1,1
SNORD114-1,0,1,0,0,0,0
Y_RNA,0,0,0,0,2,0
Y_RNA,0,0,0,0,0,3
RNA5SP321,0,0,0,0,0,0
SNORD114-14,0,1,0,0,0,0
RNU6-1301P,8,6,3,1,6,2
RNU6-859P,0,0,2,0,4,0
RNU6-951P,0,0,0,0,0,0
RNY4P24,0,0,1,0,0,0
RNA5SP124,0,0,1,0,0,0
RNU6-1010P,1,3,0,6,6,13
AL353692,0,0,0,0,0,0
SNORD33,1,1,0,0,1,0
RNA5SP319,0,0,0,0,0,0
RNU4-90P,0,1,0,4,0,0
RNU6-1330P,1,1,1,1,0,1
RNU6-1266P,3,2,5,0,0,0
Y_RNA,0,0,1,0,0,0
SNORD16,1,1,1,1,1,1
RNU6-862P,0,0,0,0,0,8
Y_RNA,2,3,5,2,2,3
RN7SKP185,0,0,0,0,15,16
RN7SKP173,8,9,6,2,0,0
RNU4-23P,2,2,5,0,0,0
Y_RNA,0,0,0,0,0,2
AC104365,0,0,0,0,0,0
RN7SKP74,0,12,3,0,0,0
RNU6-1079P,4,1,3,3,0,0
Y_RNA,2,0,0,4,0,0
RNU6-227P,0,0,1,0,0,0
SNORD36A,1,1,1,1,1,1
AL590763,0,0,1,3,4,4
SNORD104,2,6,5,5,24,14
Y_RNA,0,0,0,5,2,7
Y_RNA,2,4,0,0,0,0
SNORA52,1,1,1,1,1,1
Y_RNA,0,0,2,2,0,2
RNA5SP383,5,6,11,22,19,26
RNU1-134P,1,0,0,0,0,0
RNU6-428P,0,0,0,0,0,1
AC034186,1,0,1,0,1,0
RNU6-199P,0,0,0,0,0,0
RNU6-1290P,0,0,0,0,0,2
Y_RNA,0,0,0,5,0,3
RNU1-47P,0,1,0,0,0,0
RNA5SP150,0,0,0,3,0,0
RNU1-72P,19,19,15,0,0,2
U3,0,0,0,1,0,0
Y_RNA,0,1,0,0,0,0
Y_RNA,0,0,0,1,0,0
RNU6-942P,0,0,0,0,0,0
RNA5SP452,0,0,0,3,0,0
Y_RNA,0,0,0,0,0,1
RNVU1-22,0,0,0,0,0,0
RNU6-888P,0,0,0,5,0,0
RN7SKP90,0,0,0,0,8,32
RNU6-249P,0,2,1,0,0,0
Y_RNA,8,3,0,0,0,0
Y_RNA,0,0,0,0,3,0
AC104066,1,2,0,0,0,0
RNU6-1273P,0,0,0,0,0,0
RNU5B-2P,0,0,0,4,2,2
RNA5S10,2,1,2,4,4,1
Y_RNA,0,0,0,1,0,0
RNY1P16,5,11,3,9,3,0
Y_RNA,0,0,0,0,0,6
Y_RNA,0,0,0,0,0,0
RN7SKP75,0,0,0,0,0,0
SNORD114-19,0,0,0,1,1,1
RNU6-653P,0,0,0,0,2,0
RNA5SP443,0,0,0,0,2,0
SNORD1B,2,4,4,1,0,0
Y_RNA,0,0,0,0,0,0
RNU6-605P,0,0,2,0,0,0
RN7SKP243,0,0,0,2,3,0
SNORA73,0,0,0,0,0,0
VTRNA1-1,0,0,2,0,0,0
RNU6-623P,1,2,3,0,0,0
Y_RNA,0,0,0,0,0,0
RN7SKP115,1,0,0,0,0,0
Y_RNA,0,0,1,0,0,6
RNA5SP218,1,0,0,0,0,0
Y_RNA,0,0,1,0,0,0
RNU4-58P,0,0,0,0,12,12
AC061992,0,0,2,0,0,0
Y_RNA,2,0,0,0,0,1
RNU4-80P,0,1,4,0,0,1
AL138691,0,0,0,0,0,0
AC022973,0,0,2,0,0,0
RNA5SP326,0,0,0,0,0,0
SNORD68,1,1,1,1,1,1
SNORA73B,10,27,17,6,10,8
SNORD114-31,0,0,1,0,0,0
Y_RNA,16,18,22,8,4,11
RN7SKP163,0,0,0,0,3,0
RNU6-181P,0,2,4,0,0,0
RNU6-251P,2,0,0,0,0,0
RNU6-984P,0,0,0,0,0,0
AC012157,0,2,0,0,0,0
Y_RNA,0,1,1,0,0,0
Y_RNA,2,2,5,0,0,0
Y_RNA,1,1,1,1,1,1
Y_RNA,0,3,0,0,4,0
RNY1P10,2,0,2,3,4,21
Y_RNA,0,2,0,1,0,0
RNU6-23P,0,0,0,1,0,0
Y_RNA,2,2,1,6,12,4
RNU5D-1,0,0,4,0,2,3
Y_RNA,0,0,0,7,2,3
Y_RNA,1,1,1,1,1,0
RNU6-1309P,0,0,1,0,0,0
RNU1-19P,0,0,0,0,0,0
Y_RNA,0,1,0,0,0,0
RNU6-238P,0,4,3,0,1,10
RNU1-22P,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0
RNU6-697P,0,0,0,0,0,0
RNA5SP197,0,0,2,0,0,0
AC008752,1,0,0,1,6,0
AC009309,0,5,0,0,0,0
RNU6-529P,1,2,1,4,22,6
RNU6-97P,2,3,0,1,1,7
SNORD35A,1,0,0,1,0,1
Y_RNA,1,0,1,8,4,8
RNU4-32P,1,1,1,1,0,0
RNA5SP352,0,0,1,1,1,1
SNORD114-10,2,1,1,0,0,0
RNU6-624P,2,0,0,0,0,0
Y_RNA,1,0,0,0,0,0
RNA5SP393,12,1,2,1,0,0
RNU1-83P,2,2,0,0,0,0
RNA5SP483,2,0,0,0,0,0
RNU6-940P,0,0,0,0,8,2
AC011603,0,0,0,0,0,0
RN7SKP255,0,0,0,3,3,0
SNORA63,1,1,1,1,1,1
Y_RNA,0,1,0,0,0,0
Y_RNA,0,0,0,9,2,3
RNA5SP333,0,0,0,1,0,0
RNA5S8,2,1,2,7,4,1
Y_RNA,0,5,3,2,0,10
RNU6-485P,5,3,3,6,3,0
RNU6-1285P,2,0,1,1,0,0
Y_RNA,0,0,0,2,0,0
SNORA71D,1,0,2,0,0,0
RNU6-833P,0,2,4,0,0,0
RNA5S17,1,4,4,6,3,1
RNU5E-8P,1,8,0,40,10,7
RNU5E-10P,0,3,0,0,1,0
RNU5B-4P,0,3,1,0,0,0
RNA5S4,2,1,1,6,2,1
AL136296,0,2,2,0,0,0
AC023356,2,0,0,0,0,0
SNORA38B,0,1,5,0,0,0
Y_RNA,0,0,0,2,0,0
RNU6-1099P,0,2,0,0,0,0
SNORD114-23,0,0,0,0,0,0
SNORD114-26,0,0,0,1,0,0
SNORA63B,1,1,1,1,1,1
AC090527,0,0,0,0,0,1
AL590229,0,0,0,0,0,1
Y_RNA,4,3,2,0,0,1
RNU4-81P,0,0,0,0,0,6
RNA5-8SP2,0,0,0,0,0,0
Y_RNA,0,0,2,0,0,0
SNORD118,1,1,0,1,1,1
RNU6-112P,0,0,0,1,1,0
RNA5SP507,0,0,0,0,0,0
SNORD114-28,0,1,0,0,0,0
RN7SKP203,0,0,0,0,16,11
Y_RNA,0,0,0,0,0,0
Y_RNA,1,2,0,7,0,13
SNORD115-5,1,0,0,0,0,0
Y_RNA,0,0,0,0,0,4
AL138793,0,0,2,0,0,0
RNA5SP378,1,0,2,0,0,10
RNU6-1209P,0,2,3,0,0,0
RNY4P14,2,0,0,0,0,0
RNU6-1331P,0,0,0,0,2,7
SNORD35B,1,1,1,1,1,1
SNORA33,19,29,21,39,67,32
RNY4P6,0,0,0,0,0,0
Y_RNA,0,2,0,0,0,0
AL390066,0,0,0,0,0,0
RNU6-137P,0,0,1,2,7,0
RNU6-103P,0,3,0,0,0,0
RNU6-640P,0,0,0,0,0,0
SNORD115-39,2,0,0,0,0,0
RNU6-1284P,0,0,0,0,0,9
AC144536,5,4,2,3,0,0
AC114489,0,0,0,0,0,0
RNU6-824P,0,0,1,3,12,1
RNVU1-33,0,0,0,0,6,0
Y_RNA,0,0,1,0,0,0
SNORD18A,1,1,1,1,1,0
RNA5S6,1,2,1,5,5,2
RNY1P11,0,0,1,0,0,0
SNORD114-27,0,0,0,0,0,0
RNU5F-3P,0,0,2,0,0,0
RNU6-226P,0,0,0,0,0,0
AC111170,0,0,3,0,2,5
SNORA5B,1,1,1,0,0,1
SNORD116-10,0,0,0,1,0,0
Y_RNA,0,0,2,0,0,0
RNU6-1188P,0,0,0,0,0,0
RN7SKP160,2,0,0,2,0,8
SNORD18,0,0,0,0,0,1
RNU6-379P,0,0,0,0,0,0
Y_RNA,0,1,0,0,0,0
AL136038,0,0,0,0,0,0
RNU6-674P,0,0,0,0,0,6
Y_RNA,0,0,0,0,0,0
RNA5SP260,0,0,6,2,0,0
RNU6-931P,0,0,0,0,4,0
RNU1-124P,0,2,6,0,0,0
RNU6-194P,2,0,1,3,0,0
Y_RNA,3,2,2,1,0,1
RNA5SP161,0,0,0,0,0,0
Y_RNA,14,33,22,0,0,3
Y_RNA,0,0,6,0,0,0
RNU6-236P,0,0,0,0,0,10
AC000120,11,6,7,10,0,10
RNU6-478P,0,0,0,0,0,2
RN7SKP180,0,0,1,0,0,0
SNORD8,0,0,1,0,0,0
AL445222,0,2,3,1,1,2
SNORA80A,4,0,4,0,0,0
RNU4-1,0,0,0,0,0,2
RNU6-595P,4,7,0,0,0,0
RNU6-1091P,0,0,2,0,0,0
SNORA38,5,3,3,0,3,2
SNORD114-2,0,0,0,0,0,0
SNORD36B,1,1,1,1,1,1
Y_RNA,0,0,3,0,0,0
RNA5SP48,0,0,0,0,0,0
Y_RNA,1,1,1,0,0,3
Y_RNA,2,0,0,0,0,0
Y_RNA,0,3,0,0,0,0
Y_RNA,0,0,0,0,0,0
RNU6-810P,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0
SNORD14E,4,14,12,27,64,26
RNU6-681P,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0
Y_RNA,0,0,0,0,2,7
RNU1-146P,0,0,0,0,0,0
RNU6-598P,0,0,0,0,0,2
Y_RNA,0,0,1,0,0,0
RNU6-944P,1,3,4,1,0,0
RNU6-854P,0,0,1,0,0,0
SNORD46,15,27,21,7,3,0
RNA5SP435,2,1,0,0,0,0
RNU6-553P,2,2,2,1,0,0
RNU6-1048P,18,11,16,0,0,0
RNU6-960P,0,0,0,0,3,0
SNORD115-32,0,0,0,0,0,0
Y_RNA,3,4,0,23,15,0
SNORA74A,0,1,0,0,0,0
RN7SKP87,0,0,0,0,0,0
RNU5A-8P,0,0,0,0,1,0
RNU4-87P,0,0,0,0,0,0
SNORA3A,1,1,1,1,1,1
RNA5SP493,1,1,2,0,0,0
AC012291,0,0,0,0,0,0
AC107390,0,0,2,0,0,0
AL049745,0,0,2,0,0,0
RN7SKP224,0,0,0,0,0,0
RNU6-151P,2,0,0,0,3,2
RNA5SP469,0,0,0,0,0,0
AL132709,0,3,0,0,0,0
RNA5SP242,0,2,1,0,6,2
RNA5SP336,0,0,0,0,0,0
RNU6-461P,0,0,0,0,0,0
RNU4-84P,0,0,0,0,0,0
Y_RNA,2,2,0,0,0,0
RNU4-51P,0,1,2,0,0,10
RNU6-188P,2,0,0,0,0,0
AC068448,0,0,3,0,0,1
RNA5SP394,2,0,2,0,0,0
Y_RNA,0,0,0,0,5,0
RNA5SP387,0,1,0,0,0,0
RNU6-647P,0,0,0,0,0,0
Y_RNA,1,2,0,0,0,0
SNORA58B,6,5,6,1,1,1
AC004830,0,0,0,0,5,1
Y_RNA,4,5,0,0,3,0
RNU6-777P,0,0,0,0,0,6
RNU6-353P,1,2,0,0,0,0
AL135844,1,4,0,0,0,0
SNORA62,0,2,0,0,6,0
Y_RNA,0,0,2,0,0,0
RNU4-36P,0,0,2,0,0,0
RNU6-853P,0,0,1,0,0,0
Y_RNA,0,0,0,0,0,0
RNVU1-3,0,0,1,0,0,0
RNA5SP202,0,0,0,0,0,0
Y_RNA,0,1,0,0,0,0
Y_RNA,2,1,1,1,2,6
SNORD42,0,1,0,0,0,0
Y_RNA,0,3,1,0,0,1
RNU4-40P,0,0,0,2,31,23
SNORA63D,1,0,0,2,0,0
RNY1P1,0,0,0,2,0,0
RNU6-654P,3,0,0,0,0,0
SNORD73B,1,1,2,0,0,0
Y_RNA,0,0,1,0,0,0
SNORA65,6,9,7,18,9,10
RNU4-59P,2,0,0,0,0,0
SNORD114-30,0,0,0,1,0,0
RNA5S9,0,1,2,1,1,0
SNORD32B,0,0,1,0,0,0
Y_RNA,0,3,0,0,0,0
Y_RNA,2,0,0,0,0,0
RNU4-38P,0,0,0,0,0,0
Y_RNA,3,1,0,3,0,0
U3,0,0,0,0,0,5
RNA5SP69,0,0,1,0,0,0
RNU105B,6,0,0,0,0,0
RNA5S14,1,3,3,5,4,0
RN7SKP37,0,2,0,0,0,0
Y_RNA,0,1,0,0,0,0
RNU6-522P,0,0,0,0,0,0
Y_RNA,0,0,2,0,0,0
RNU6-1251P,0,0,0,1,3,0
SNORA70,0,2,0,0,0,0
RNU6-558P,0,0,0,0,0,2
AC007375,0,0,0,4,5,0
SNORA68B,6,3,8,0,0,0
RNU6-1141P,1,0,0,0,0,0
SNORD14B,1,1,1,2,1,1
AL109936,1,0,1,0,0,0
RNA5SP204,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0
RN7SKP71,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0
RNU4-24P,0,1,0,0,0,0
RNA5SP515,4,0,0,4,0,0
RNU6-646P,0,0,1,0,0,0
Y_RNA,0,0,0,0,0,0
SNORA63C,3,0,0,0,0,0
Y_RNA,2,2,2,0,0,0
SNORA55,68,52,65,0,5,1
Y_RNA,0,0,1,0,0,0
AC083867,0,0,0,0,0,0
Y_RNA,0,0,0,0,5,0
RNA5SP379,1,6,0,0,1,0
RNY4P7,0,0,2,0,0,0
SNORD45B,1,1,1,1,1,1
RNA5SP78,1,3,3,0,0,0
RN7SKP275,0,6,0,0,0,0
RNU6-312P,2,8,7,2,0,0
Y_RNA,2,2,4,1,9,2
SNORA71C,2,1,2,0,0,4
RNA5SP513,0,3,1,0,0,0
RNA5SP205,2,0,0,0,0,0
RNU6-450P,0,0,0,0,4,0
Y_RNA,0,0,0,0,0,0
RN7SKP237,0,0,0,0,0,0
SNORA16B,1,2,0,0,1,8
Y_RNA,0,0,0,0,1,0
Y_RNA,3,4,3,3,5,0
RNVU1-6,0,1,0,2,0,1
Y_RNA,0,0,3,0,0,2
SNORD114-17,0,1,0,0,0,1
RNU4-56P,0,2,0,0,0,0
AL118556,0,1,2,0,0,0
RNU1-93P,0,0,0,0,1,0
RNU6-343P,2,0,0,0,0,0
RN7SKP78,9,2,2,4,4,33
RN7SKP191,0,0,1,0,0,0
RNU6-593P,0,2,1,0,2,0
RNA5S2,0,2,1,7,3,0
AL732366,0,1,0,0,0,0
RNA5SP132,2,2,0,0,0,0
RN7SKP124,1,0,0,0,0,0
RNU4-42P,0,0,0,4,0,0
RNA5SP84,1,0,0,0,0,0
RNU6-200P,0,0,0,0,1,1
RNU1-91P,0,0,0,0,0,0
AL512326,0,0,0,0,0,0
RNU6-621P,0,2,0,0,0,0
RN7SKP28,0,0,0,0,0,4
SNORA14A,3,3,0,0,0,0
Y_RNA,0,0,0,0,0,0
RNY4P34,0,0,0,5,8,0
RNU12-2P,2,0,0,0,0,0
Y_RNA,0,0,3,0,0,0
AC121343,1,0,0,0,0,0
SNORD113-4,0,1,0,0,0,0
SNORD32A,1,1,1,1,1,1
Y_RNA,0,0,0,0,2,0
RN7SKP239,2,2,0,0,0,0
RNA5SP334,0,0,0,1,0,0
RNVU1-24,5,1,0,0,0,0
SNORD113-3,1,1,1,0,0,0
RNA5SP396,0,0,0,4,0,0
RNU6-686P,0,0,4,2,0,0
AL132709,0,0,0,0,0,0
Y_RNA,1,0,0,0,2,0
RNU6-304P,0,0,0,0,2,3
RNA5SP479,0,0,0,0,0,1
RNA5SP160,0,0,0,0,15,1
RNU6-828P,0,0,0,0,0,0
RNU6-534P,0,0,0,0,0,0
Y_RNA,0,1,0,0,0,0
SNORD52,1,1,1,1,1,1
RN7SKP55,0,0,2,0,0,7
RNU6-336P,0,0,0,0,0,0
RNA5SP302,0,0,0,0,0,0
RNU6-384P,1,3,1,5,3,1
SNORA5C,24,34,34,16,6,3
RNU6-275P,0,0,0,0,0,0
SNORD117,16,10,8,1,0,0
AC013477,0,2,0,0,0,0
RN7SKP9,0,0,0,0,0,0
RN7SKP130,1,0,0,0,0,0
Y_RNA,1,1,0,0,0,0
RNU5E-4P,0,0,0,0,0,0
RNU6-1180P,0,0,0,0,0,0
RNU4-8P,0,4,0,0,0,3
AL121933,0,0,0,0,6,1
Y_RNA,3,2,0,0,0,0
SNORD48,12,5,6,2,5,1
Y_RNA,2,5,2,0,0,0
SNORD114-3,2,0,1,0,2,16
Y_RNA,2,0,0,0,0,0
RNU6-702P,3,3,3,0,0,0
RNA5SP298,5,12,7,0,2,0
AC098591,0,0,0,0,0,1
Y_RNA,0,0,0,0,0,0
RNA5SP97,1,1,2,0,0,0
AL732366,2,0,1,0,0,0
RN7SKP153,0,0,0,0,0,0
RNY1P13,10,13,21,0,1,7
RNA5SP442,0,0,0,0,3,2
RNA5S15,1,1,3,3,3,0
RNA5SP172,1,0,0,0,0,0
SNORA72,0,3,7,0,0,0
SNORA70,0,0,0,0,0,0
SNORD113-9,0,1,0,0,0,0
AC076966,1,0,0,0,0,0
AP006309,1,1,1,0,0,1
RNA5-8SP4,0,0,0,0,0,0
RN7SKP22,0,0,0,1,0,0
AC103710,0,0,0,0,8,0
Y_RNA,3,3,5,4,3,0
SNORA23,9,2,4,0,0,0
RNU1-36P,0,0,0,0,0,0
Y_RNA,0,0,0,2,0,0
AC079118,3,2,0,0,0,0
Y_RNA,0,1,1,7,0,25
RNU6-1240P,1,1,1,1,1,0
SNORD38A,16,23,15,31,84,72
Y_RNA,0,0,0,0,0,0
RNA5SP324,0,0,0,0,0,0
SNORD114-20,4,1,0,4,0,0
RNA5SP152,0,0,0,0,0,0
RN7SKP80,3,2,4,6,12,0
AC023271,0,0,0,0,0,0
Y_RNA,0,0,3,0,0,0
Y_RNA,3,6,4,0,1,0
AC104335,0,0,2,6,1,4
RNU6-1280P,5,2,0,5,23,0
RNU6-290P,0,0,0,0,0,0
SNORD58C,1,1,1,1,1,1
VTRNA1-2,3,0,4,0,7,7
RNU6-302P,2,0,0,3,0,0
RNU1-100P,0,2,0,0,3,8
Y_RNA,5,0,0,0,0,0
SNORD114-18,0,1,0,0,0,0
Y_RNA,0,0,0,0,0,0
RNA5SP329,0,0,0,0,0,2
Y_RNA,0,0,0,0,0,10
AL162832,0,0,0,0,1,0
